Tipo	Ano	Autores	T€Ðtulo
Artigo	2010	NASCIMENTO JLX & SANTOS PJP	[**PREPARA€?€?O PR€?-MIGRAT€?RIA DE STERNA HIRUNDO (CHARADRIIFORMES, STERNIDAE) NO PARQUE NACIONAL DA LAGOA DO PEIXE, RIO GRANDE DO SUL. REVISTA BRASILEIRA DE ORNITOLOGIA 18(4):307-314**](https://drive.google.com/file/d/1mERDR-pAxAEv8iGqldDOFrrYlDYWosrm/view?usp=drive_link)
Artigo	2010	NUNES MFC ET AL	[**THE CATTLE EGRET (BUBULCUS IBIS) ON FERNANDO DE NORONHA ARCHIPELAGO: HISTORY AND POPULATION TRENDS. REVISTA BRASILEIRA DE ORNITOLOGIA 18(4):315-327**](https://drive.google.com/file/d/1NPggBLVgWK3D9mXgy7b6PQsbYoEmqy_9/view?usp=drive_link)
Artigo	2010	BUEHLER DM ET AL	[**LOCAL MORTALITY EVENTS IN MIGRATING SANDPIPERS (CALIDRIS) AT A STAGING SITE IN SOUTHERN BRAZIL. WADER STUDY GROUP BULLETIN 117(3):150Ÿ??156**](https://drive.google.com/file/d/1kifDzqyWQNIzsOQ6vlA3PxKdwGzTfQok/view?usp=drive_link)
Artigo	2010	NASCIMENTO JLX & SANTOS PJP	[**MONITORING OF WHITE-RUMPED SANDPIPER (CALIDRIS FUSCICOLLIS) IN LAGOA DO PEIXE NATIONAL PARK, RIO GRANDE DO SUL, BRAZIL. ORNITOLOG€A NEOTROPICAL 21:371-381**](https://drive.google.com/file/d/1Nae5EGPGWlyOp8p26z-k1SrdbAhd4Eo9/view?usp=drive_link)
Artigo	2010	NILES LJ ET AL	[**UPDATE TO THE STATUS OF THE RED KNOT CALIDRIS CANUTUS IN THE WESTERN HEMISPHERE, APRIL 2010. WADER STUDY GROUP BULLETIN 117:1-19**](https://drive.google.com/file/d/14xf7c1YysWeh4qHBmY5sLz_tsME40fEm/view?usp=drive_link)
Resumo	2010	AMORIM FA ET AL	[**AVIFAUNA FROM THE S€?O FRANCISCO RIVER BASIN. 25TH INTERNATIONAL ORNITHOLOGICAL CONGRESS. CAMPOS DO JORD€?O, BRASIL**](https://drive.google.com/file/d/1BxVWAZ7Nb3jIzwNjDjcPKchfepp56B7j/view?usp=drive_link)
Resumo	2010	LACERDA R ET AL	[**WORKSHOP: LINKING BANDERS AND BIRD CONSERVATION ACROSS THE HEMISPHERE. 25TH INTERNATIONAL ORNITHOLOGICAL CONGRESS. CAMPOS DO JORD€?O, BRASIL**](https://drive.google.com/file/d/1C5-9tcEbWERVSItbzVSoSoN9bxWUbOje/view?usp=drive_link)
Resumo	2010	MESTRE LAM ET AL	[**ESTIMATING POPULATION SIZE OF PHAETON LEPTURUS IN FERNANDO DE NORONHA ARCHIPELAGO (NORTHEAST BRAZIL). 25TH INTERNATIONAL ORNITHOLOGICAL CONGRESS. CAMPOS DO JORD€?O, BRASIL**](https://drive.google.com/file/d/1Dcr4uV_VdvZycLuNV0n35AY6Ve2coIWx/view?usp=drive_link)
P€‹ster	2010	MESTRE LAM ET AL	[**ESTIMATING POPULATION SIZE OF PHAETON LEPTURUS IN FERNANDO DE NORONHA ARCHIPELAGO (NORTHEAST BRAZIL). 25TH INTERNATIONAL ORNITHOLOGICAL CONGRESS. CAMPOS DO JORD€?O, BRASIL**](https://www.icmbio.gov.br/cemave/images/stories/Publica%C3%A7%C3%B5es_cient%C3%ADficas/Mestre_etal_2010.jpg)
Resumo	2010	MESTRE LAM ET AL	[**ABUNDANCE OF TERRESTRIAL ENDEMIC BIRDS OF FERNANDO DE NORONHA ARCHIPELAGO (BRAZIL). 25TH INTERNATIONAL ORNITHOLOGICAL CONGRESS. CAMPOS DO JORD€?O, BRASIL**](https://drive.google.com/file/d/12EEtcmJryXtrIxYSmxInZGpxdTBf0i5q/view?usp=drive_link)
P€‹ster	2010	MESTRE LAM ET AL	[**ABUNDANCE OF TERRESTRIAL ENDEMIC BIRDS OF FERNANDO DE NORONHA ARCHIPELAGO (BRAZIL). 25TH INTERNATIONAL ORNITHOLOGICAL CONGRESS. CAMPOS DO JORD€?O, BRASIL**](https://www.icmbio.gov.br/cemave/images/stories/Publica%C3%A7%C3%B5es_cient%C3%ADficas/Mestre_etal_Noronha_2010.jpg)
Resumo	2010	NUNES MFC ET AL	[**POPULATION STATUS OF BIRDS IN THE MURICI ECOLOGICAL STATION, ALAGOAS, BRAZIL. 25TH INTERNATIONAL ORNITHOLOGICAL CONGRESS. CAMPOS DO JORD€?O, BRASIL**](https://drive.google.com/file/d/1AQBuQDhCKwArd2dL8cc5NZFE5IlLS7f4/view?usp=drive_link)
Resumo	2010	OLIVEIRA KG ET AL	[**MONITORED RELEASE OF LEAR'S MACAW BACK TO THE WILD (ANODORHYNCHUS LEARI, AVES: PSITTACIDAE) IN BAHIA, BRAZIL. 25TH INTERNATIONAL ORNITHOLOGICAL CONGRESS. CAMPOS DO JORD€?O, BRASIL**](https://drive.google.com/file/d/11n79Z3T8QkIvYpC-SyVVX_LsNnwha5XE/view?usp=drive_link)
Resumo	2010	OLIVEIRA AC & MACEDO RH	[**INTERACION BETWEEN BUFF-NECKED IBISES AND TOWERS FOR HIGH VOLTAGE TRANSMISSION LINES IN BRAZIL. 25TH INTERNATIONAL ORNITHOLOGICAL CONGRESS. CAMPOS DO JORD€?O, BRASIL**](https://drive.google.com/file/d/15SwhsAsfAlFW9fDl2mcKXN8Vj1pnyKRg/view?usp=drive_link)
Resumo	2010	SANTOS-NETO JR ET AL	[**POPULATION ACTIVE IN REPRODUCTION AND POPULATION ASSESSMENT OF LEAR'S MACAW (ANODORHYNCHUS LEARI) IN BAHIA, BRAZIL. 25TH INTERNATIONAL ORNITHOLOGICAL CONGRESS. CAMPOS DO JORD€?O, BRASIL**](https://drive.google.com/file/d/1eA_RMjfVRlNg-6kabwvOxhTZtpdE9LxA/view?usp=drive_link)
Resumo	2010	SIMAO-NETO I & SERAFINI PP	[**LONG-TERM BANDING DATA FROM A RAMSAR SITE IN SOUTHERN BRAZIL. 25TH INTERNATIONAL ORNITHOLOGICAL CONGRESS. CAMPOS DO JORD€?O, BRASIL**](https://drive.google.com/file/d/1C_T9ZosPL5DtUfoEOICmiDZOr3NySdim/view?usp=drive_link)
Resumo	2010	SERAFINI PP ET AL	[**BANDING AND MONITORING PROGRAMS OF MAGELLANIC PENGUINS ON THE BRAZILIAN COAST IN 2008. 25TH INTERNATIONAL ORNITHOLOGICAL CONGRESS. CAMPOS DO JORD€?O, BRASIL**](https://drive.google.com/file/d/1oslLUucMW8U6unZhq5ORj6jUfnsWfHHF/view?usp=drive_link)
P€‹ster	2010	SERAFINI PP ET AL	[**BANDING AND MONITORING PROGRAMS OF MAGELLANIC PENGUINS ON THE BRAZILIAN COAST IN 2008. 25TH INTERNATIONAL ORNITHOLOGICAL CONGRESS. CAMPOS DO JORD€?O, BRASIL**](https://www.icmbio.gov.br/cemave/images/stories/Publica%C3%A7%C3%B5es_cient%C3%ADficas/Serafini_etal_2010.jpg)
Resumo	2010	SOUZA EA ET AL	[**AVIFAUNA FROM BOQUEIR€?O DA ON€?A REGION, S€?O FRANCISCO RIVER BASIN, BAHIA, BRAZIL. 25TH INTERNATIONAL ORNITHOLOGICAL CONGRESS. CAMPOS DO JORD€?O, BRASIL**](https://drive.google.com/file/d/1L04O9fQwk3Byxbaenk-iLOAZMmjtbTLy/view?usp=drive_link)
Tese	2010	SERRANO IL	[**DISTRIBUI€?€?O E CONSERVA€?€?O DE AVES MIGRAT€?RIAS NE€RTICAS DA ORDEM CHARADRIIFORMES (FAM€LIAS CHARADRIIDAE E SCOLOPACIDAE) NO BRASIL. TESE DE DOUTORADO, UFPA/MPEG. BEL€?M, BRASIL**](https://drive.google.com/file/d/1TOUMPd3Z_pZ-OILFpcnUnYRG5Bucoilt/view?usp=drive_link)
Tese	2010	NASCIMENTO JLX	[**MONITORAMENTO DE AVES MIGRAT€?RIAS DA ORDEM CHARADRIIFORMES NO PARQUE NACIONAL DA LAGOA DO PEIXE, RIO GRANDE DO SUL. TESE DE DOUTORADO, UFPE. RECIFE, BRASIL**](https://drive.google.com/file/d/1X3wA5cIyRJKOft02_TJNk4Hk4lYjB9V_/view?usp=drive_link)
Cap€Ðtulo	2010	ANJOS L ET AL	[**T€?CNICAS DE LEVANTAMENTO QUANTITATIVO DE AVES EM AMBIENTE FLORESTAL: UMA AN€LISE COMPARATIVA BASEADA EM DADOS EMP€RICOS. ORNITOLOGIA E CONSERVA€?€?O: CI€?NCIA APLICADA, T€?CNICAS DE PESQUISA E LEVANTAMENTO. TECHNICAL BOOKS. RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1b2WrBjLK0fZg5gzCLdcA7F59hE8Gy2vO/view?usp=drive_link)
Resumo	2010	SERAFINI PP ET AL	[**REPORT OF BILATERAL OCULAR LESIONS ASSOCIATED WITH PROTEUS IN A GIANT PETREL (MACRONECTES HALLI) IN SOUTHERN BRAZIL. 59TH ANNUAL INTERNATIONAL CONFERENCE OF THE WILDLIFE DISEASE ASSOCIATION (WDA). IGUAZ€?, ARGENTINA**](https://drive.google.com/file/d/1pi7fcIFu7dpA6zzNjr-tVdNassjcr_R1/view?usp=drive_link)
Resumo	2010	SERAFINI PP ET AL	[**REPORT OF A SERRATIA MARCESCENS RECURRENT INFECTION IN THE ENDANGERED VINACEOUS-BREASTED PARROT (AMAZONA VINACEA) WITH POOR RESPONSE TO SURGERY AND ANTIBIOTIC THERAPY. 59TH ANNUAL INTERNATIONAL CONFERENCE OF THE WILDLIFE DISEASE ASSOCIATION (WDA). IGUAZ€?, ARGENTINA**](https://drive.google.com/file/d/1LZntU3h2jZOq0PhU8_QzdkFmj37l-AXW/view?usp=drive_link)
Cartilha	2010	GOMES ALM ET AL	[**PROJETO NACIONAL DE MONITORAMENTO DO PINGUIM-DE-MAGALH€?ES SPHENISCUS MAGELLANICUS. ICMBIO/MMA. BRAS€LIA, BRASIL**](https://drive.google.com/file/d/1O4jF2EWSzWGDhZuaTr4SO8ffnNTYy49S/view?usp=drive_link)
Resumo	2010	KOLESNIKOVAS CKM ET AL	[**COLETA E AN€LISE DE DADOS BIOM€?TRICOS DE PASSERIFORMES NO CENTRO DE TRIAGEM DE ANIMAIS SILVESTRES (CETAS) DE FLORIAN€?POLIS/SC. V SIMP€?SIO BRASILEIRO SOBRE ANIMAIS SILVESTRES E SELVAGENS. VI€?OSA, BRASIL**](https://drive.google.com/file/d/1J-S8XSD_NpeT544EmLXfpEfbLG3_PGL0/view?usp=drive_link)
Resumo	2010	SERAFINI PP ET AL	[**CRIA€?€?O DA REDE DE ENCALHES DE AVES MARINHAS DENTRO DA €REA DE PROTE€?€?O AMBIENTAL DA BALEIA FRANCA NO SUL DO BRASIL. V SIMP€?SIO BRASILEIRO SOBRE ANIMAIS SILVESTRES E SELVAGENS. VI€?OSA, BRASIL**](https://drive.google.com/file/d/1bj1oHhhEMg3MUZEjnL5CFAigFs-BXUFD/view?usp=drive_link)
Resumo	2010	ARAUJO JLB & ROOS AL	[**ESTUDO DA DIETA DA AVIFAUNA DE TABULEIRO NA REBIO GUARIBAS, PARA€BA, BRASIL. II SEMIN€RIO DE PESQUISA E INICIA€?€?O CIENT€FICA DO INSTITUTO CHICO MENDES DE CONSERVA€?€?O DA BIODIVERSIDADE. BRAS€LIA, BRASIL**](https://drive.google.com/file/d/1aFHnSlPKw5NYAO7xN8mYhtpJ4D_GF_V6/view?usp=drive_link)
Resumo	2010	TEIXEIRA GD & ROOS AL	[**ESTUDO DA REPRODU€?€?O E MUDA DE PENAS DA AVIFAUNA DE TABULEIRO NA REBIO GUARIBAS. II SEMIN€RIO DE PESQUISA E INICIA€?€?O CIENT€FICA DO INSTITUTO CHICO MENDES DE CONSERVA€?€?O DA BIODIVERSIDADE. BRAS€LIA, BRASIL**](https://drive.google.com/file/d/1H10DXS44Y_OReUjEiX_ktAW6v_O7dKVi/view?usp=drive_link)
P€‹ster	2010	TEIXEIRA GD & ROOS AL	[**ESTUDO DA REPRODU€?€?O E MUDA DE PENAS DA AVIFAUNA DE TABULEIRO NA REBIO GUARIBAS. II SEMIN€RIO DE PESQUISA E INICIA€?€?O CIENT€FICA DO INSTITUTO CHICO MENDES DE CONSERVA€?€?O DA BIODIVERSIDADE. BRAS€LIA, BRASIL**](https://www.icmbio.gov.br/cemave/images/stories/Publica%C3%A7%C3%B5es_cient%C3%ADficas/Pibic_2011_Dryander.jpg)
Resumo	2010	PALUDO D ET AL	[**POPULATION EXPANSION OF THE ENDANGERED SCARLET IBIS (EUDOCIMUS RUBER) IN THE SOUTHEAST OF BRAZIL. 25TH INTERNATIONAL ORNITHOLOGICAL CONGRESS. CAMPOS DO JORD€?O, BRASIL**](https://drive.google.com/file/d/16tqpg63kKuAavr1Fvnxfl3gdwXArxfY2/view?usp=drive_link)
Cap€Ðtulo	2010	ROOS AL	[**CAPTURANDO AVES. IN: ORNITOLOGIA E CONSERVA€?€?O: CI€?NCIA APLICADA, T€?CNICAS DE PESQUISA E LEVANTAMENTO. EDITORA TECHNICAL BOOKS. RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1_qHBWcOFmigf_OXZpbduDIVJv6anQKIY/view?usp=drive_link)
Resumo	2010	 AMORIM M.S. ET AL	 BANCO DE DADOS SOBRE AVES AMEA€?ADAS DA FLORESTA ATL€?NTICA NORDESTINA. XXVIII CONGRESSO BRASILEIRO DE ZOOLOGIA. BEL€?M, BRASIL
Artigo	2009	BARBOSA-FILHO RC ET AL	[**A GAR€?A VAQUEIRA (BULBUCUS IBIS LINNAEUS, 1758) E O ATOB€-DE-P€?-VERMELHO (SULA SULA LINNAEUS, 1766) NO ARQUIP€?LAGO DE FERNANDO DE NORONHA: UMA ABORDAGEM ECOL€?GICA COMPARATIVA. ORNITHOLOGIA 3(2):101-114**](https://drive.google.com/file/d/1rqCgaqQzlYxisvXmz-LjDv98TctNzkgg/view?usp=drive_link)
Artigo	2009	FAVARO FL & FLORES JM	[**AVES DA ESTA€?€?O ECOL€?GICA TERRA DO MEIO, PAR€, BRASIL: RESULTADOS PRELIMINARES. ORNITHOLOGIA 3(2):115-131**](https://drive.google.com/file/d/1MmWVGCAJh5zfrERK7yF6lxRFm87Efv2d/view?usp=drive_link)
Artigo	2009	PAGANO ISA ET AL	[**AVES DEPOSITADAS NO CENTRO DE TRIAGEM DE ANIMAIS SILVESTRES NA PARA€BA: UMA AMOSTRA DO TR€FICO DE AVES SILVESTRES NO ESTADO. ORNITHOLOGIA 3(2):132-144**](https://drive.google.com/file/d/12RbJ5VP3051e9lVMD0zY8LwLtttrBqG1/view?usp=drive_link)
Nota	2009	SOUZA EA ET AL	[**AMPLIA€?€?O DA €REA DE OCORR€?NCIA DO BEIJA-FLOR-DE-GRAVATINHA-VERMELHA AUGASTES LUMACHELLA (LESSON, 1838) (TROCHILIDAE). ORNITHOLOGIA 3(2):145-148**](https://drive.google.com/file/d/1J8SKKdcmDNmDq3skTK146izcrAbjog6d/view?usp=drive_link)
Artigo	2009	VOLPATO GH ET AL	[**THE USE OF THE POINT COUNT METHOD FOR BIRD SURVEY IN THE ATLANTIC FOREST. REVISTA BRASILEIRA DE ZOOLOGIA 26:74-78**](https://drive.google.com/file/d/1lzIdpCDxJFIwe1rVV7tHkUnaDCeow7ni/view?usp=drive_link)
Nota	2009	MESTRE LAM ET AL	[**DADOS BIOL€?GICOS DE PUFFINUS LHERMINIERI ANILHADOS EM FERNANDO DE NORONHA EM 2005 E 2006. REVISTA BRASILEIRA DE ORNITOLOGIA 17(1):65-69**](https://drive.google.com/file/d/1gvxwnGvuz-fQerqJ2Gez0EO2RLy5yLsL/view?usp=drive_link)
Artigo	2009	GILLINGS S ET AL	[**STAGING BEHAVIOR IN RED KNOT (CALIDRIS CANUTUS) IN DELAWARE BAY: IMPLICATIONS FOR MONITORING MASS AND POPULATION SIZE. THE AUK 126(1):54-63**](https://drive.google.com/file/d/1aKDpWWMvNoUqzgdemxclICpBhLXseOma/view?usp=drive_link)
Resumo	2009	ALTEFF E ET AL	[**AVIFAUNA DA ESTA€?€?O ECOL€?GICA SERRA DAS ARARAS, PORTO ESTRELA/C€CERES - MT: REGISTROS OBTIDOS DURANTE O CURSO REGIONAL DE ANILHAMENTO DE AVES UFMT/CEMAVE, 2008. XVII CONGRESSO BRASILEIRO DE ORNITOLOGIA. ARACRUZ, BRASIL**](https://drive.google.com/file/d/1bPwOClvlpj-PLpr7sSTkyfJ23oq3lGh8/view?usp=drive_link)
Resumo	2009	SOUZA EA	[**TABELA DE VIDA DE ZENAIDA AURICULATA (DES MURS, 1847) (AVES, COLUMBIDAE): INFORMA€?€?O IMPORTANTE €? CONSERVA€?€?O E O MANEJO. XVII CONGRESSO BRASILEIRO DE ORNITOLOGIA. ARACRUZ, BRASIL**](https://drive.google.com/file/d/1s_dTiO2OHSPMxPn2m0BLdnVT2xXrde5R/view?usp=drive_link)
Resumo	2009	SOUSA AEBA ET AL	[**NOVOS REGISTROS DE AVES PARA O PARQUE NACIONAL DO CATIMBAU, PERNAMBUCO, BRASIL. XVII CONGRESSO BRASILEIRO DE ORNITOLOGIA. ARACRUZ, BRASIL**](https://drive.google.com/file/d/1-zfROMP4YTYMd1TnI_aDGmhZn4eUa8-P/view?usp=drive_link)
Resumo	2009	ROOS AL ET AL	[**AN€LISE DAS RECUPERA€?€?ES DE AVES ANILHADAS NO EXTERIOR ENTRE 1928 E 2006. XVII CONGRESSO BRASILEIRO DE ORNITOLOGIA. ARACRUZ, BRASIL**](https://drive.google.com/file/d/190CbTqdQxw9-a-4YOenIUfDY53y5Cjpm/view?usp=drive_link)
Artigo	2009	MESTRE LAM & BIERREGAARD JR RO	[**THE ROLE OF AMAZONIAN RIVERS FOR WINTERING OSPREYS (PANDION HALIAETUS): CLUES FROM NORTH AMERICAN BAND RECOVERIES IN BRAZIL BETWEEN 1937 AND 2006. STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT 44(3):141Ÿ??147**](https://drive.google.com/file/d/16kr9T2vn9Rz9YmmbM7lf3ZZsAvy23i-o/view?usp=drive_link)
Resumo	2009	AMORIM MS & ROOS AL	[**BANCO DE DADOS SOBRE AVES BRASILEIRAS AMEA€?ADAS DE EXTIN€?€?O: ESTIMATIVA DO TAMANHO POPULACIONAL. I SEMIN€RIO DE PESQUISA E INICIA€?€?O CIENT€FICA DO ICMBIO. BRAS€LIA, BRASIL**](https://drive.google.com/file/d/1iRHmJFWgHtngN6JW5dLA2Cf4CNjX_Rzt/view?usp=drive_link)
Resumo	2009	SANTOS DS & ROOS AL	[**BANCO DE DADOS SOBRE AVES BRASILEIRAS AMEA€?ADAS DE EXTIN€?€?O: ATUALIZA€?€?O DOS MAPAS DE DISTRIBUI€?€?O E AVALIA€?€?O DA IMPORTANCIA DAS UNIDADES DE CONSERVA€?€?O. I SEMIN€RIO DE PESQUISA E INICIA€?€?O CIENT€FICA DO ICMBIO. BRAS€LIA, BRASIL**](https://drive.google.com/file/d/1o07iHToYTYROE7QQVPGjDHHk-E4cpe6A/view?usp=drive_link)
Resumo	2009	KOLESNIKOVAS CKM ET AL	[**RECUPERA€?€?O DE PINGUINS DE MAGALH€?ES CONTAMINADOS POR €?LEO EM FLORIAN€?POLIS/SC, BRASIL. XII CONGRESSO E XVIII ENCONTRO DA ASSOCIA€?€?O BRASILEIRA DE VETERIN€RIOS DE ANIMAIS SELVAGENS (ABRAVAS). €GUAS DE LIND€?IA, BRASIL**](https://drive.google.com/file/d/1ySxRJJqm3h0Js6HgeFEbwZ4vlUL8oRDa/view?usp=drive_link)
Resumo expandido	2009	SANTOS DS ET AL	[**REPRESENTATIVIDADE DE ESP€?CIES DE AVES AMEA€?ADAS NO TR€FICO ILEGAL NA PARA€BA A PARTIR DE DADOS DO CETAS/IBAMA/PB. IX CONGRESSO DE ECOLOGIA DO BRASIL. S€?O LOUREN€?O, BRASIL**](https://drive.google.com/file/d/1ShYn9S9Fv5fIwguyQJvdsvJT8uUd2GSO/view?usp=drive_link)
Livro	2009	PAZ RJ ET AL	UNIDADES DE CONSERVA€?€?O NO BRASIL - HIST€?RIA E LEGISLA€?€?O. EDITORA UNIVERSIT€RIA UFPB. JO€?O PESSOA, BRASIL
Livro	2009	SOUZA EA & SILVA LFG	CONTRIBUI€?€?O AO PROJETO DE MANEJO INTEGRADO DA BACIA DO RIO GRAMAME PB. A BACIA DO RIO GRAMAME: BIODIVERSIDADE, USO E CONSERVA€?€?O. EDUEPB. CAMPINA GRANDE, BRASIL
Nota	2008	SOUSA AEBA & BARBOSA AEA	[**REGISTRO DE OCORR€?NCIA DA ARARA-AZUL-DE-LEAR ANODORHYNCHUS LEARI (BONAPARTE 1856) NO MUNIC€PIO DE MONTE SANTO, BAHIA. ORNITHOLOGIA 3(1):64-66**](https://drive.google.com/file/d/1mp8dGU4cckCbF-y4RduRdcwSp3AnQUPB/view?usp=drive_link)
Artigo	2008	SANTOS-NETO JR & CAMANDAROBA M	[**MAPEAMENTO DOS S€TIOS DE ALIMENTA€?€?O DA ARARA-AZUL-DE-LEAR ANODORHYNCHUS LEARI (BONAPARTE, 1856). ORNITHOLOGIA 3(1):1-17**](https://drive.google.com/file/d/1o9DefLy4q_kI1NTlBjG_ANagssupOrwa/view?usp=drive_link)
Artigo	2008	SCHULZ-NETO A ET AL	[**MUDA E PAR€?METROS BIOM€?TRICOS DE AVES MIGRAT€?RIAS NO NORTE DO BRASIL. ORNITHOLOGIA 3(1):21-33**](https://drive.google.com/file/d/1VVkT3UcD_IIlogvUUdQiwAFHC8jjiK9E/view?usp=drive_link)
P€‹ster	2008	BARBOSA-FILHO RC ET AL	[**33 ANOS DE ANILHAMENTO NO BRASIL. XVI CONGRESSO BRASILIEIRO DE ORNITOLOGIA. PALMAS, BRASIL**](https://drive.google.com/file/d/1kf0WvaI04D-9J9kFmAuGZvqDU4uoVNC5/view?usp=drive_link)
Disserta€ä€?o	2008	OLIVEIRA AC	[**OCUPA€?€?O AMBIENTAL E CARACTER€STICAS POPULACIONAIS DE CURICACAS THERISTICUS CAUDATUS EM LINHAS DE TRANSMISS€?O DE ALTA TENS€?O. DISSERTA€?€?O DE MESTRADO, UNB. BRAS€LIA, BRASIL**](https://drive.google.com/file/d/1OODeDWJPym5LwaOkQnAuIuiZjHj-dctx/view?usp=drive_link)
Guia	2008	SOUZA EA ET AL	[**AS AVES DO PARQUE NACIONAL DO CABO ORANGE: GUIA DE CAMPO. CEMAVE/ICMBIO. JO€?O PESSOA, PB**](https://drive.google.com/file/d/1cGUJ8Epp5M6MBE6a3-PykBIX4LDr8Mlv/view?usp=drive_link)
Nota	2008	BARBOSA-FILHO RC & SOUZA AEB	[**MONITORAMENTO DA GAR€?A-VAQUEIRA (BULBUCUS IBIS) NO PARQUE NACIONAL MARINHO E NA €REA DE PROTE€?€?O AMBIENTAL DE FERNANDO DE NORONHA. BOLETIM ELETR€?NICO DO CEMAVE 2(2):2**](https://drive.google.com/file/d/1PSw4mV_x3jXvBSx2Z7y-8AJbL24knwmu/view?usp=drive_link)
Resumo	2008	LACERDA RCA & RODRIGUES RC	[**PROPOSTA PARA MARCA€?€?O DE CHARADRIIFORMES MIGRAT€?RIOS NO BRASIL COM O USO DE BANDEIROLAS COLORIDAS CODIFICADAS. XVI CONGRESSO BRASILEIRO DE ORNITOLOGIA. PALMAS, BRASIL**](https://drive.google.com/file/d/1vq8Q652lpVar_iOlvKI0aS4uAJcr1rz6/view?usp=drive_link)
Nota	2008	ROOS AL	[**PINGUINS-DE-MAGALH€?ES (SPHENISCUS MAGELLANICUS) NO NORDESTE: MIGRANTES OU ERRANTES. BOLETIM ELETR€?NICO DO CEMAVE 2(2):1**](https://drive.google.com/file/d/10nLaeGyUyDeeRLmpt2kZQawcJc-YUlNl/view?usp=drive_link)
Livro	2008	MORRISON RIG ET AL	[**BIRDS IN THE PANTANAL: DISTRIBUTION OF NEARTIC SHOREBIRDS AND OTHER WATER SPECIES IN THE PANTANAL. WWF-BRASIL. BRAS€LIA, BRASIL**](https://drive.google.com/file/d/15v3R3g0NMh2gXJCmynB1KbW3H86xnr-3/view?usp=drive_link)
Livro	2008	MORRISON RIG ET AL	[**AVES MIGRAT€?RIAS NO PANTANAL: DISTRIBUI€?€?O DE AVES LIM€COLAS NE€RTICAS E OUTRAS ESP€?CIES AQU€TICAS NO PANTANAL. WWF-BRASIL. BRAS€LIA, BRASIL**](https://drive.google.com/file/d/1o52eqiana2IK4AHCOZfCbIqJB3CwvGb2/view?usp=drive_link)
Monografia	2008	PAGANO ISA	[**AVES DEPOSITADAS NO CENTRO DE TRIAGEM DE ANIMAIS SILVESTRES DO IBAMA NA PARA€BA: UMA AMOSTRA DO TR€FICO DE AVES SILVESTRES NO ESTADO. MONOGRAFIA DE GRADUA€?€?O, UFPB. JO€?O PESSOA, BRASIL**](https://drive.google.com/file/d/1-ui8D4k1IT-o1tAQQHmQ3cBHrgGr-J--/view?usp=drive_link)
Artigo	2007	MESTRE LAM	[**RECUPERA€?€?ES NO BRASIL DE FALC€?ES-PEREGRINOS (FALCO PEREGRINUS) ANILHADOS NA AM€?RICA DO NORTE ENTRE 1967 E 2001. ORNITHOLOGIA 2(2):72-80**](https://drive.google.com/file/d/1grhnhERxxmi-RP-uTyM4hBwNdM_fQkSw/view?usp=drive_link)
Artigo	2007	MESTRE LAM	[**REGISTROS DAS MIGRA€?€?ES DE TRINTA-R€?IS-BOREAL STERNA HIRUNDO: AN€LISE DAS RECUPERA€?€?ES DE INDIV€DUOS MARCADOS NA AM€?RICA DO NORTE (1928 Ÿ?? 2005) E BRASIL (1983 Ÿ?? 2005). ORNITHOLOGIA 2(2):81-87**](https://drive.google.com/file/d/1SN-wZdTEHS_hD2KNQpiU4cYF7tWQ0v0M/view?usp=drive_link)
Artigo	2007	BARBOSA FILHO RC ET AL	[**INFORMATIVO DO SISTEMA NACIONAL DE ANILHAMENTO (1973-1985). ORNITHOLOGIA 2(2):88-118**](https://drive.google.com/file/d/1i_KtUhbVfjekyVrr0baoQTuoz2HGoj6S/view?usp=drive_link)
Artigo	2007	EFE MA ET AL	[**AVIFAUNA DA ESTA€?€?O ECOL€?GICA DE CARIJ€?S, FLORIAN€?POLIS - SC. ORNITHOLOGIA 2(1):1-13**](https://drive.google.com/file/d/15_foLMO3C3vsZqa2LmwwqhlB5hcq8vLh/view?usp=drive_link)
Artigo	2007	BARBOSA FILHO RC ET AL	[**INFORMATIVO DO SISTEMA NACIONAL DE ANILHAMENTO (1986-1995). ORNITHOLOGIA 2(2):119-169**](https://drive.google.com/file/d/1bolUibT61zGMNKIRq4Yik0RqwmrerlQI/view?usp=drive_link)
Artigo	2007	EFE MA ET AL	[**AVIFAUNA DA €REA DE PROTE€?€?O AMBIENTAL DO IBIRAPUIT€?, RIO GRANDE DO SUL, BRASIL. ORNITHOLOGIA 2(1):14-24**](https://drive.google.com/file/d/1sjcfbIFoLdIyH6s5xZtQPH9J7ZHeu_u_/view?usp=drive_link)
Artigo	2007	CARDOSO TAL & NASCIMENTO JLX	[**AVALIA€?€?O DE ATIVIDADES TUR€STICAS PREJUDICIAIS €? PERMAN€?NCIA DE AVES MIGRAT€?RIAS NA COROA DO AVI€?O, PERNAMBUCO, BRASIL. ORNITHOLOGIA 2(2):170-177**](https://drive.google.com/file/d/1tmckRohPq-ww9yuiMNvdiZfEJx07tFcE/view?usp=drive_link)
